capacity_kwh,soc0_pct,socT_pct,ambient_c,current_a,connector_temp_c,duration_min
51.5,23.2,94.3,31.7,30.6,50.7,429.7
33.6,29.7,97.7,34.0,13.8,60.1,624.0
54.9,17.4,89.1,14.4,6.8,36.4,720.0
59.2,58.9,87.5,40.9,19.1,78.2,441.4
88.8,67.1,87.3,-1.0,15.3,14.5,515.7
74.5,27.4,96.1,4.1,9.6,20.6,720.0
62.4,10.4,95.7,3.9,11.8,24.7,720.0
97.3,73.7,96.8,14.6,18.1,41.4,665.5
39.2,59.9,98.5,28.7,31.9,55.6,208.2
56.2,79.9,85.1,9.0,23.6,35.3,83.8
29.4,35.8,93.0,6.8,7.7,32.5,720.0
70.2,48.7,92.2,23.2,12.6,57.9,720.0
47.8,64.2,94.7,4.6,6.8,27.5,720.0
72.1,50.1,95.1,34.1,29.4,52.0,453.3
98.5,50.8,98.6,26.7,13.0,65.1,720.0
33.3,16.9,87.4,-3.8,19.0,16.8,459.5
97.8,48.2,97.3,29.4,31.4,38.9,584.6
53.5,23.0,99.8,11.0,13.6,31.7,720.0
44.0,59.4,90.1,34.0,13.3,67.5,453.2
41.7,64.3,85.0,2.8,25.9,29.4,135.3
75.1,54.6,84.3,22.9,20.5,40.4,367.4
43.9,73.5,83.5,44.1,25.4,65.7,71.1
37.5,28.2,84.7,33.5,10.4,61.0,650.0
39.8,26.6,91.8,2.4,25.1,38.0,367.0
72.2,50.3,93.5,5.2,18.8,26.0,720.0
29.9,67.0,88.6,23.3,31.2,44.8,89.9
47.1,22.7,80.7,8.6,21.0,29.1,389.9
41.5,40.4,82.3,30.4,13.2,40.8,387.0
46.3,35.4,88.0,30.7,7.3,57.2,720.0
39.9,56.7,89.5,23.4,19.3,51.2,264.4
93.5,9.6,86.1,39.3,7.2,72.6,720.0
50.3,44.9,80.2,13.8,22.0,45.6,245.4
85.9,67.6,94.0,2.6,30.7,20.0,376.4
24.6,77.6,99.4,5.9,12.7,38.9,278.1
48.5,58.5,98.3,12.7,11.8,38.5,720.0
32.1,65.9,87.7,5.5,17.2,34.9,175.1
81.5,14.3,87.9,-4.3,11.6,18.9,720.0
81.9,25.9,99.7,35.7,27.7,50.5,720.0
99.1,43.8,83.6,2.2,27.8,31.7,513.8
49.1,38.2,87.7,20.6,12.1,54.6,650.0
75.8,7.1,94.9,19.6,8.4,43.1,720.0
49.4,40.5,93.3,1.9,17.6,30.6,648.2
67.0,12.1,99.6,24.4,18.9,44.2,720.0
83.9,76.2,83.4,43.9,17.5,75.1,186.3
69.2,66.0,88.3,19.0,13.3,35.8,481.8
37.7,44.9,97.0,40.1,9.8,57.9,720.0
46.2,30.0,87.7,24.1,31.6,44.0,270.0
48.6,66.6,97.4,22.3,27.0,59.1,281.0
53.4,7.4,88.5,42.2,11.3,66.9,720.0
97.7,28.1,89.8,29.2,16.7,60.5,720.0
92.7,64.6,97.2,-5.0,19.4,27.4,720.0
33.2,17.6,98.8,11.7,11.4,28.0,720.0
87.1,68.7,83.4,44.9,13.3,74.3,430.3
69.5,39.0,95.4,-0.6,27.8,25.3,525.9
90.6,60.7,97.7,31.3,10.7,55.2,720.0
58.4,31.5,97.3,24.0,29.8,61.1,495.3
50.0,14.0,85.5,17.0,28.3,49.3,395.0
92.8,73.3,89.2,18.4,19.2,35.2,361.2
40.8,9.9,95.6,28.4,11.3,61.3,720.0
62.9,19.1,95.8,15.7,27.7,33.6,641.7
98.9,73.5,90.5,41.1,8.6,74.6,720.0
59.2,47.1,94.5,18.6,9.0,49.1,720.0
88.5,41.6,94.2,44.7,30.7,59.3,679.8
65.1,11.9,93.7,20.5,25.6,27.8,720.0
90.2,14.2,82.3,-4.9,24.1,17.1,720.0
52.5,73.5,81.5,-0.5,25.2,30.4,74.6
69.5,50.2,99.8,19.8,15.8,39.2,720.0
32.3,27.5,89.8,38.3,9.9,60.0,618.8
72.4,37.6,91.6,25.6,31.9,45.8,492.0
89.2,52.9,84.4,-2.0,24.8,17.1,436.8
28.0,26.9,87.2,6.6,15.1,40.2,346.8
39.6,30.1,96.7,-3.2,11.9,21.0,720.0
38.5,50.7,91.6,37.6,16.9,50.4,380.6
55.2,52.1,93.5,14.1,15.0,35.0,665.7
96.9,26.0,91.0,33.2,8.3,68.4,720.0
67.4,20.8,93.5,18.5,28.1,43.4,661.9
92.6,51.8,82.5,13.2,28.0,37.8,327.0
90.7,49.7,96.5,0.4,21.6,28.7,720.0
36.3,16.3,98.3,41.0,29.2,62.5,395.6
55.3,73.5,82.9,21.0,18.5,32.3,117.5
70.8,27.6,80.2,20.9,7.5,45.5,720.0
84.7,26.6,96.4,27.3,15.1,59.6,720.0
72.0,29.8,87.0,21.4,23.9,38.1,605.4
74.4,48.2,99.6,24.9,7.6,48.5,720.0
47.8,26.2,86.1,41.3,24.5,54.2,377.1
78.9,8.4,89.5,-4.2,14.0,21.3,720.0
49.9,79.6,84.4,-0.8,20.7,21.0,73.0
70.8,22.1,97.1,32.6,11.4,47.6,720.0
85.7,19.2,89.0,34.9,31.5,70.6,689.3
24.8,50.3,86.6,0.9,11.4,30.8,287.4
74.9,37.2,87.3,11.5,23.6,44.6,484.0
46.0,25.3,86.9,12.5,16.1,33.1,667.6
53.8,48.8,83.5,36.8,14.4,74.9,460.0
58.0,78.3,88.6,5.3,7.1,34.6,549.9
57.2,71.6,84.8,-0.0,15.1,29.8,240.4
76.6,16.4,86.5,2.5,27.2,35.9,695.4
52.2,20.0,99.3,40.4,10.4,73.5,720.0
55.7,75.1,82.9,3.0,31.7,30.1,55.4
69.6,19.2,95.6,15.1,27.7,29.4,720.0
57.2,49.1,92.7,-0.4,31.6,44.3,347.0
49.9,60.3,96.0,41.7,23.2,57.9,325.5
48.8,77.2,98.0,-2.3,31.4,20.3,218.1
48.0,78.6,93.2,16.0,19.4,45.8,206.1
37.7,23.7,90.1,16.0,30.9,39.3,282.1
38.5,5.3,99.1,7.1,15.6,42.0,720.0
35.0,44.2,92.4,42.2,22.5,68.5,308.1
28.7,79.2,99.0,20.5,14.9,46.6,241.2
58.3,47.7,92.3,42.6,29.6,67.2,353.1
38.6,36.2,90.0,34.1,12.5,53.0,572.4
33.4,8.5,92.8,38.1,19.6,61.9,532.1
70.5,36.3,93.3,35.7,25.2,65.5,608.1
28.4,72.6,81.5,42.4,28.4,64.0,29.2
32.9,59.6,95.0,40.4,17.8,70.8,319.7
94.2,9.7,91.6,-1.1,23.2,6.6,720.0
61.4,59.1,89.9,41.2,18.6,74.5,438.2
28.7,49.9,92.1,16.3,19.3,36.2,242.7
78.6,63.6,85.6,24.4,31.8,63.6,212.2
98.9,23.3,99.8,30.3,21.4,48.9,720.0
66.8,18.2,84.5,28.1,8.7,53.8,720.0
93.6,46.4,84.0,31.5,12.1,65.9,720.0
42.4,40.8,85.5,10.3,20.4,40.2,309.1
32.1,17.7,90.7,17.0,15.7,30.0,495.2
29.4,56.7,92.0,23.1,31.8,46.7,117.2
34.4,12.5,84.3,24.0,17.9,54.1,418.3
33.3,79.9,97.7,23.0,20.5,54.5,180.7
26.7,22.5,97.1,8.8,8.0,34.5,720.0
80.4,48.9,94.3,-3.9,12.9,18.7,720.0
85.7,66.9,96.6,-4.4,27.7,33.9,540.3
93.1,54.9,84.8,26.0,20.1,59.9,508.2
25.1,8.8,93.9,2.6,18.1,26.8,464.9
69.6,39.8,86.7,-1.8,20.2,26.1,686.9
61.8,24.8,84.5,44.7,31.7,76.8,443.8
58.8,60.4,97.4,41.2,29.6,60.1,340.5
83.7,22.2,91.2,44.8,15.3,70.0,720.0
49.1,65.2,95.4,31.4,6.4,67.6,720.0
67.1,73.3,81.8,17.8,9.9,41.4,186.6
72.5,8.1,92.1,13.2,8.9,43.6,720.0
96.1,67.1,85.5,-0.1,15.6,29.2,474.1
75.9,66.1,90.9,33.7,26.9,60.1,275.6
91.4,35.7,93.9,26.4,18.7,56.9,720.0
52.0,52.7,90.3,42.5,18.7,62.6,401.2
95.7,53.9,93.7,19.5,9.3,36.8,720.0
57.1,9.2,82.1,20.5,30.6,54.9,397.2
48.4,44.1,92.3,33.9,27.9,61.9,320.1
78.5,46.0,87.2,0.2,17.8,14.7,693.4
48.5,79.0,90.5,1.1,21.7,28.9,179.3
86.2,35.3,98.4,18.6,25.6,50.5,720.0
77.4,13.8,82.6,43.5,22.4,56.3,720.0
33.7,66.1,84.0,36.5,11.2,58.9,195.0
33.0,53.0,87.2,36.6,25.3,68.0,162.0
51.7,15.0,86.5,40.6,31.2,63.2,384.1
59.7,21.4,97.9,-3.1,23.9,25.1,720.0
92.2,41.7,99.0,4.0,20.5,28.7,720.0
26.6,77.7,98.2,31.8,11.3,56.2,277.7
45.5,38.1,82.1,1.8,28.0,33.9,210.1
35.6,75.1,94.8,26.7,20.7,60.4,180.6
83.8,8.8,97.3,43.0,20.7,71.3,720.0
82.0,22.2,88.4,22.9,19.3,54.7,720.0
93.2,8.1,80.9,6.7,31.3,30.6,674.6
76.0,55.0,99.8,15.1,17.9,47.0,720.0
53.9,78.6,93.6,14.4,22.3,35.2,224.9
97.9,61.9,98.3,-4.5,25.0,20.6,720.0
53.6,75.5,83.9,21.3,25.1,47.7,83.1
38.5,76.6,90.2,27.5,15.1,56.4,199.3
24.7,48.4,92.6,42.5,13.2,52.5,323.4
77.7,55.5,96.6,39.6,6.5,60.8,720.0
58.8,39.6,90.5,31.6,16.1,44.3,626.2
93.4,32.8,96.8,25.9,10.6,60.1,720.0
39.7,30.2,90.8,31.4,28.1,54.0,289.2
67.9,36.0,91.6,22.0,11.3,47.6,720.0
86.7,62.6,99.5,1.0,21.8,31.9,720.0
36.4,38.1,91.2,-4.9,8.9,10.1,720.0
66.9,60.1,95.3,12.0,7.4,45.3,720.0
87.1,77.4,97.0,1.1,20.6,19.8,550.0
96.7,7.8,98.4,15.5,6.3,36.1,720.0
88.8,59.0,81.0,-2.9,19.1,22.8,328.6
77.0,29.1,98.3,21.9,16.4,51.5,720.0
49.8,67.7,83.4,36.9,29.9,49.3,96.7
49.6,25.0,81.4,10.9,30.5,16.6,266.0
99.4,75.1,89.1,-0.0,16.2,28.5,541.5
38.0,55.4,95.7,-1.3,22.8,22.9,346.1
58.8,76.4,93.4,39.1,18.5,70.8,314.9
71.0,21.3,87.3,41.3,22.4,68.1,720.0
41.3,29.1,82.4,0.7,20.4,34.7,391.7
26.7,10.5,95.6,-0.6,6.7,25.0,720.0
27.4,53.0,84.0,35.3,20.4,58.6,125.9
77.8,67.2,83.4,34.6,12.6,60.9,382.5
95.8,52.8,82.8,18.6,19.1,47.7,514.2
68.4,41.5,98.8,24.2,12.7,49.4,720.0
43.4,27.0,89.0,6.9,28.1,27.1,347.1
28.7,39.4,86.5,2.1,14.7,25.6,373.5
39.2,25.9,81.0,9.2,15.6,27.9,433.2
48.1,34.7,81.1,15.1,19.1,29.0,326.4
41.6,21.1,86.9,20.0,13.8,41.5,646.5
31.6,38.2,95.0,18.2,23.9,46.1,304.5
62.1,73.9,87.7,-1.5,27.5,24.9,176.2
56.5,25.6,87.6,38.0,12.5,65.2,720.0
88.9,39.7,86.4,41.8,27.6,60.8,547.0
80.1,64.5,87.8,43.4,30.3,65.1,263.9
76.8,78.1,86.1,13.1,23.3,38.7,155.6
68.3,16.1,82.0,30.6,9.7,61.3,720.0
32.9,69.8,97.3,8.4,29.7,35.7,162.0
58.2,56.9,83.2,26.9,25.0,53.2,211.7
33.4,39.3,88.6,9.9,12.9,27.4,436.6
34.7,34.1,92.3,2.9,24.3,43.0,329.1
74.8,35.9,91.5,-0.7,24.8,16.3,662.5
54.3,7.7,94.1,3.9,14.3,31.1,720.0
70.6,48.7,97.8,14.7,29.0,44.1,463.0
45.0,64.3,81.7,3.2,26.8,23.2,105.0
69.9,37.1,98.1,-5.0,12.5,31.1,720.0
76.4,76.2,81.0,17.2,24.8,34.6,52.3
81.2,6.8,82.2,28.9,29.0,54.4,578.7
27.9,61.7,95.4,10.0,18.4,45.5,266.3
26.2,75.5,83.6,29.6,10.0,47.4,94.6
50.8,40.7,97.9,20.5,12.2,31.7,720.0
71.9,48.4,89.2,9.4,29.8,20.8,388.5
66.0,29.5,86.0,44.5,21.1,57.4,585.1
29.5,76.2,85.2,37.7,16.3,47.5,81.2
31.6,39.2,88.8,43.4,13.9,77.0,452.3
88.9,16.0,82.7,23.4,10.6,40.1,720.0
61.2,29.3,81.0,38.1,10.0,66.6,720.0
91.5,62.1,98.5,33.2,21.6,54.6,720.0
92.2,58.6,80.4,4.1,8.2,23.3,720.0
65.8,36.1,81.3,4.8,21.9,31.4,436.4
72.4,50.9,95.8,4.3,31.0,25.6,489.4
57.7,23.7,91.1,32.8,6.2,46.8,720.0
51.8,52.3,88.1,-1.2,18.5,30.9,436.9
54.3,14.7,90.3,33.1,17.8,56.6,720.0
32.6,52.4,98.0,43.5,24.0,71.0,267.4
32.9,79.2,99.0,2.0,31.8,16.0,145.9
75.2,66.0,98.2,14.9,24.9,44.0,496.9
46.6,73.4,95.1,-4.9,20.5,9.9,272.6
31.4,52.0,92.6,24.0,28.0,45.1,184.5
74.2,18.0,80.8,22.9,11.2,58.0,720.0
84.9,54.8,88.2,-3.3,13.7,25.2,720.0
55.2,64.2,99.9,16.4,12.3,35.3,720.0
87.7,14.2,95.9,17.2,29.6,42.6,720.0
32.8,24.6,81.3,35.9,24.2,49.6,229.6
95.9,73.4,91.3,17.8,14.7,34.4,550.1
41.6,25.6,86.7,30.0,27.4,61.1,302.3
88.5,63.0,80.1,29.3,23.0,45.4,182.2
72.4,26.3,88.4,25.5,11.8,49.6,720.0
58.1,76.5,85.1,3.6,13.7,27.1,206.1
92.8,30.3,98.1,21.3,7.5,43.1,720.0
54.9,72.7,81.8,34.1,24.7,68.0,78.8
85.7,66.9,87.3,21.9,19.7,53.3,349.6
52.2,49.0,86.5,13.1,31.5,31.2,208.9
52.5,71.1,90.4,15.3,28.5,39.6,171.6
49.4,52.2,90.4,19.5,15.3,57.8,446.0
32.2,23.8,94.9,15.9,28.0,38.8,313.5
93.3,61.5,99.1,6.8,24.6,48.7,635.9
72.2,68.6,98.5,9.5,13.5,38.4,720.0
31.2,29.5,95.8,2.6,31.8,35.0,271.1
66.2,43.5,82.2,44.5,14.4,75.5,672.3
89.4,56.1,89.7,15.9,17.1,61.6,671.4
99.4,62.5,81.8,44.8,23.7,79.7,338.1
95.8,10.8,94.3,22.1,28.3,49.8,720.0
47.3,20.9,90.6,3.6,11.6,43.3,720.0
58.4,32.2,88.8,1.6,16.7,43.8,720.0
97.4,37.6,88.5,24.8,6.3,33.9,720.0
78.7,41.5,91.6,3.7,18.3,12.1,720.0
43.6,32.0,88.9,25.7,25.5,47.5,269.2
40.6,53.7,84.9,32.2,26.5,75.9,203.5
75.1,32.0,92.6,3.7,10.0,20.8,720.0
90.6,33.0,98.8,1.0,14.7,31.7,720.0
97.3,51.7,85.3,22.6,16.0,47.9,718.4
78.5,69.1,88.8,1.2,23.3,34.7,333.7
28.9,12.2,94.3,28.1,7.1,57.5,720.0
83.4,16.0,81.6,24.8,25.7,48.2,583.6
42.5,8.4,84.5,33.7,31.1,63.6,335.0
34.2,17.7,88.1,25.3,22.9,52.7,320.4
58.2,62.2,83.0,8.6,21.2,21.3,216.5
65.5,79.0,91.9,7.6,18.6,32.5,273.4
40.1,40.3,92.6,7.4,19.4,43.2,417.7
42.6,71.6,84.3,10.4,12.1,26.4,176.6
37.4,53.0,88.3,27.4,25.6,60.6,189.2
73.6,22.0,94.8,15.7,31.3,41.1,642.0
26.6,65.1,95.2,37.4,11.0,68.5,404.2
43.3,54.9,93.0,19.2,6.1,38.3,720.0
38.5,70.3,96.9,13.3,14.6,40.5,386.2
75.5,48.6,80.9,33.0,15.1,50.3,491.6
90.8,56.5,83.1,-4.2,6.2,6.3,720.0
58.7,25.0,90.3,29.1,31.7,46.9,452.7
46.8,28.6,96.8,14.8,22.2,55.9,506.8
74.2,43.5,99.4,40.2,24.7,59.5,665.1
69.4,72.9,99.4,0.7,22.7,7.7,517.3
40.3,26.2,91.6,10.9,31.9,23.2,271.0
37.4,10.2,94.7,15.1,17.5,31.6,609.8
27.7,63.8,85.9,39.5,18.6,58.2,135.9
61.4,18.8,97.6,7.3,27.9,26.8,633.8
71.6,15.3,100.0,24.9,18.6,60.1,720.0
34.7,6.5,83.2,-2.6,28.3,28.3,373.0
35.7,15.3,96.3,37.3,15.0,56.8,697.2
39.2,72.8,85.6,21.8,19.2,45.9,125.5
50.8,33.2,90.3,30.2,25.5,55.8,414.6
95.7,61.9,86.2,41.2,12.9,74.1,720.0
65.9,59.8,89.1,-3.3,18.3,17.7,482.0
92.0,35.8,91.9,13.2,14.4,34.0,720.0
65.0,74.3,94.5,7.5,19.0,27.1,379.5
25.2,5.8,82.8,39.1,15.1,65.4,435.5
73.7,79.6,94.9,28.6,16.2,52.3,421.6
66.0,50.3,80.2,-3.6,10.6,12.9,592.7
73.3,75.3,85.0,10.3,6.5,19.9,523.3
84.2,54.3,94.4,15.5,11.0,36.6,720.0
86.3,35.2,90.0,41.2,15.0,75.2,720.0
76.6,78.4,84.0,43.6,13.1,67.1,188.0
93.0,28.4,97.5,12.4,19.4,35.2,720.0
38.8,11.6,99.9,-2.2,10.2,28.9,720.0
28.8,75.5,96.0,8.2,7.5,38.0,469.1
85.9,55.2,83.7,-2.9,29.3,13.8,356.4
59.3,71.1,94.4,18.7,7.2,38.5,720.0
88.8,13.1,91.8,14.3,15.6,40.6,720.0
94.4,71.8,97.6,-2.4,18.2,6.6,720.0
95.0,70.6,93.8,35.3,14.5,55.9,720.0
68.8,48.2,85.5,27.5,8.3,41.6,720.0
60.1,49.0,84.6,38.6,26.1,54.1,251.8
70.0,74.0,81.5,0.6,21.7,45.6,90.8
97.7,70.6,90.1,39.2,7.0,76.6,720.0
27.3,62.6,99.2,7.3,9.4,35.2,550.0
42.0,13.8,95.6,9.5,30.2,34.6,433.1
97.9,33.3,96.6,17.7,7.5,43.7,720.0
26.6,26.7,81.6,28.6,16.8,45.4,252.2
96.1,24.9,94.9,41.0,28.1,62.9,720.0
88.6,13.8,98.4,3.7,18.3,27.4,720.0
44.7,35.7,86.0,3.5,17.5,30.0,467.9
77.8,36.7,91.7,29.6,10.8,66.5,720.0
29.5,36.6,80.2,41.5,20.2,62.4,193.4
77.1,12.2,84.5,17.4,12.2,41.0,720.0
90.2,28.3,84.1,33.7,6.0,64.7,720.0
95.7,25.2,95.1,21.5,15.0,53.4,720.0
54.0,46.2,85.2,27.2,16.7,67.8,414.5
33.0,41.3,81.8,-2.7,11.3,19.6,417.1
82.5,58.9,87.6,17.7,20.2,27.5,408.7
58.7,59.9,99.8,24.2,25.7,64.7,444.1
77.1,38.1,86.6,13.0,23.5,28.7,560.1
32.9,61.9,85.0,22.2,11.9,47.4,235.8
31.6,5.3,99.9,42.9,26.9,76.6,522.4
34.3,29.7,86.8,16.6,22.8,37.8,284.8
55.2,26.1,97.7,17.2,6.2,43.9,720.0
34.4,11.0,97.4,43.3,15.3,65.6,720.0
42.8,60.6,94.0,41.3,14.2,71.1,489.2
31.4,22.6,91.7,31.1,6.3,50.2,720.0
90.2,14.0,96.8,18.8,30.9,37.2,720.0
68.2,34.6,92.5,19.4,29.1,34.1,552.7
76.3,32.1,98.8,19.8,6.8,39.9,720.0
24.8,49.4,81.4,35.7,22.3,67.1,110.3
76.0,66.6,91.1,14.8,10.4,40.0,720.0
74.1,39.3,94.7,11.5,27.1,37.6,607.3
47.2,41.7,96.3,43.8,20.9,73.1,514.0
30.2,7.7,80.4,25.6,27.9,50.1,222.8
75.3,75.4,99.0,9.2,31.5,21.5,342.8
94.7,79.1,90.4,7.7,21.5,38.2,286.5
97.2,78.2,92.3,42.9,7.9,82.3,720.0
67.8,60.1,82.8,26.3,22.1,49.5,230.7
33.4,22.3,86.2,42.8,10.0,62.5,663.7
55.3,15.2,82.7,25.4,15.2,48.6,704.2
44.2,43.6,85.1,-4.6,19.1,18.3,333.8
99.4,19.7,93.6,12.0,6.3,44.3,720.0
84.8,79.0,83.6,6.5,26.3,44.5,96.1
84.8,38.8,85.1,41.3,27.9,73.7,592.4
73.2,53.0,95.0,8.1,21.8,18.6,569.4
33.9,42.7,95.4,25.2,16.0,53.6,433.4
40.8,55.1,85.3,18.3,30.3,49.7,141.9
44.5,61.3,81.4,15.3,31.7,55.7,90.9
95.4,33.0,98.0,34.7,19.7,53.6,720.0
49.4,26.4,94.6,17.5,23.6,49.0,474.2
73.0,64.7,85.9,4.1,17.5,34.9,371.5
41.4,31.6,88.9,0.2,14.8,24.4,601.8
98.2,47.1,83.4,17.3,13.6,52.4,720.0
90.4,6.4,96.6,20.6,8.1,39.8,720.0
42.4,41.6,84.5,39.5,18.4,67.2,356.2
24.6,77.9,90.6,25.5,10.7,40.5,171.0
65.3,11.5,89.9,4.6,14.4,35.9,720.0
97.4,45.2,94.0,30.2,24.4,36.7,720.0
48.2,15.3,95.3,29.4,21.3,53.0,720.0
26.6,39.4,97.4,19.4,12.8,39.6,452.2
58.7,32.8,97.5,16.1,8.8,33.4,720.0
94.2,22.0,88.1,19.0,29.2,49.9,703.7
32.7,45.9,91.6,16.7,12.5,38.8,441.9
26.2,31.0,91.6,20.8,8.6,51.2,707.4
33.2,12.4,89.4,29.1,15.5,64.2,553.0
36.6,79.4,83.4,18.6,26.6,30.3,28.8
94.9,71.3,96.1,31.6,25.4,64.2,453.4
28.9,34.3,88.4,20.2,10.9,40.5,524.3
57.9,66.6,92.4,25.6,21.5,53.7,312.4
40.1,15.5,99.4,0.8,8.3,30.2,720.0
96.5,42.6,91.3,18.5,15.0,58.0,720.0
79.5,67.6,99.3,16.5,24.5,41.9,553.2
35.5,63.1,94.6,1.8,23.1,19.6,229.6
67.6,45.2,88.2,23.3,11.3,51.4,720.0
59.4,10.9,90.8,31.2,7.0,57.5,720.0
59.4,51.6,85.1,43.9,29.9,71.6,221.1
76.5,30.8,92.0,10.6,25.1,34.6,681.3
58.2,58.3,96.6,35.7,9.0,59.1,720.0
28.2,55.8,94.4,0.1,24.8,17.4,207.7
51.4,69.3,92.2,15.3,7.3,42.8,702.7
25.7,70.8,85.1,23.2,30.3,48.9,53.9
36.7,72.2,82.4,38.9,26.0,62.6,53.2
91.6,38.7,81.6,0.2,18.1,16.0,720.0
54.7,16.1,85.7,37.8,12.6,72.3,720.0
81.2,34.7,82.2,4.0,28.9,29.2,467.8
63.1,79.4,84.8,21.6,17.1,45.2,126.2
56.3,17.6,92.1,38.8,23.9,59.5,653.9
60.5,78.7,99.6,-3.7,28.4,29.8,320.7
84.6,62.5,92.8,36.9,9.7,59.9,720.0
75.7,42.5,88.6,10.9,14.4,37.8,720.0
69.2,77.3,81.6,6.5,8.7,37.5,144.0
92.9,22.0,88.1,24.7,30.8,50.7,699.1
63.6,8.4,84.1,23.8,31.6,59.3,471.9
66.9,46.8,80.6,1.0,25.3,24.1,306.2
56.6,21.4,97.4,44.4,6.7,54.5,720.0
44.7,36.8,94.4,17.2,11.2,48.4,720.0
79.9,51.7,81.0,41.9,28.6,75.8,288.0
85.6,54.4,93.1,26.9,12.2,53.7,720.0
64.4,9.9,99.6,0.2,9.9,29.2,720.0
99.3,70.4,97.0,43.5,6.3,71.8,720.0
57.6,6.6,94.0,5.4,14.3,29.5,720.0
47.4,19.5,92.4,12.2,9.4,24.0,720.0
78.6,13.4,87.7,13.0,28.4,42.4,639.9
46.2,35.8,95.7,39.3,31.9,53.8,324.2
34.8,46.5,94.6,19.6,28.8,37.1,224.7
35.7,76.1,89.4,15.7,28.3,34.0,88.1
88.6,15.1,85.0,16.7,29.8,48.8,654.8
98.0,16.8,99.1,29.8,18.6,64.3,720.0
89.7,63.5,82.7,3.7,7.3,24.9,720.0
86.1,37.5,98.6,42.1,19.3,49.4,720.0
35.1,6.7,86.3,37.0,15.0,71.3,636.8
51.1,52.2,91.5,27.9,21.5,45.9,365.0
74.0,65.5,92.5,18.1,12.8,34.9,720.0
33.1,47.8,97.7,-4.8,25.7,24.9,308.1
82.4,64.5,94.5,42.2,10.2,58.9,720.0
79.1,32.2,97.9,2.2,6.3,35.8,720.0
80.0,14.1,92.4,30.9,28.0,36.3,720.0
80.1,70.3,99.3,39.8,20.7,76.1,720.0
46.6,20.0,89.9,29.4,26.5,42.0,409.7
85.4,34.8,84.5,10.7,30.6,30.3,438.6
54.9,70.9,92.4,10.2,15.1,22.8,399.2
99.2,5.0,83.4,17.9,12.8,26.5,720.0
55.3,12.8,90.7,-2.3,21.9,15.6,720.0
84.1,72.3,83.7,20.0,17.8,40.6,237.2
32.4,60.2,92.9,33.4,10.3,60.4,396.3
80.7,7.1,86.8,5.8,30.1,40.1,671.5
87.7,41.8,91.3,29.4,17.5,49.3,720.0
32.3,33.2,99.4,22.8,15.2,50.5,501.6
45.4,18.0,99.1,40.1,19.9,76.4,720.0
77.3,60.4,82.1,15.9,22.9,48.4,217.3
56.3,43.3,87.0,16.3,10.2,43.4,720.0
56.7,13.2,95.1,0.4,8.5,38.4,720.0
28.0,30.2,82.5,15.1,28.5,41.5,162.0
68.7,34.5,91.6,34.6,12.1,67.3,720.0
56.4,62.9,96.6,6.2,29.6,37.7,289.5
36.3,32.9,82.3,39.1,28.4,76.3,253.1
66.0,35.5,84.3,8.1,23.8,16.6,422.9
42.9,40.9,83.4,1.2,16.0,31.1,369.9
93.7,50.2,88.5,5.3,27.8,37.7,539.6
28.9,26.5,88.8,18.7,20.8,38.4,297.9
39.9,66.4,98.4,8.6,17.6,27.4,368.6
53.8,75.4,89.7,28.4,21.3,58.6,188.0
73.5,7.5,83.1,18.8,8.6,51.1,720.0
63.5,16.2,93.4,14.5,8.4,30.1,720.0
57.2,28.9,86.9,9.7,26.9,15.5,388.2
73.9,55.8,95.7,26.6,22.5,72.0,642.9
74.2,66.6,93.5,9.3,13.3,29.4,673.6
99.3,78.5,80.9,15.6,23.1,50.9,45.4
95.2,75.8,86.9,14.9,17.6,40.6,303.6
40.0,65.0,88.8,37.2,14.0,72.3,293.8
48.9,13.8,90.9,21.4,14.2,64.1,720.0
69.0,14.4,86.5,11.0,31.0,40.2,529.1
91.4,67.9,89.6,2.3,16.8,32.0,568.7
49.1,14.8,82.9,-1.5,6.6,24.0,720.0
49.3,18.3,97.5,15.9,22.5,41.2,617.4
90.7,33.0,94.7,27.5,23.7,51.6,720.0
32.5,78.1,80.9,36.5,9.9,44.1,39.9
51.1,56.5,86.5,20.3,26.4,48.7,225.0
60.3,49.3,81.4,9.1,14.1,35.6,396.6
40.6,58.2,97.9,29.6,17.9,58.6,455.5
82.5,65.7,89.2,17.2,26.6,57.5,325.1
86.6,79.4,94.1,31.8,26.4,51.9,300.1
99.9,30.4,100.0,28.6,31.6,50.5,720.0
76.8,32.3,87.8,-1.0,16.4,21.1,720.0
42.9,70.3,80.2,42.3,10.9,80.3,166.8
91.1,66.7,80.3,30.7,23.9,57.3,153.3
46.4,67.8,85.0,31.2,6.5,42.9,482.6
24.2,32.4,83.8,17.6,26.7,37.4,149.4
45.4,24.7,83.0,16.7,9.5,48.2,720.0
28.2,15.4,99.6,8.1,21.2,33.0,465.8
72.2,49.8,84.8,21.4,14.4,44.1,545.0
88.8,72.1,84.9,31.8,21.9,47.0,229.8
43.1,64.8,94.2,28.4,13.6,56.9,442.9
59.6,64.1,81.5,9.4,29.0,30.2,119.2
70.4,49.1,96.1,23.1,22.8,32.0,601.0
40.8,47.4,89.9,27.0,13.0,46.1,536.7
55.8,72.9,89.5,11.8,19.2,22.8,237.5
72.4,66.2,84.7,26.0,31.9,52.4,154.3
75.0,53.9,90.5,4.4,24.6,33.7,506.7
80.2,19.9,95.3,3.3,22.5,20.5,720.0
